0.063, 10.443
0.079, 8.178
0.1, 6.341
0.126, 4.887
0.158, 3.758
0.2, 2.901
0.251, 2.265
0.316, 1.804
0.398, 1.477
0.501, 1.254
0.631, 1.11
0.794, 1.032
1, 1.01
1.259, 1.024
1.585, 1.061
1.995, 1.107
2.512, 1.157
3.162, 1.204
3.981, 1.244
5.012, 1.276
6.31, 1.299
7.943, 1.314
10, 1.323
12.589, 1.327
15.849, 1.33
